"year","month","credate","Ward","Police.District","Community.Area","Latitude","Longitude"
2015,9,2015-09-22,37,11,23,41.8996566750194,-87.7371067673319
2015,9,2015-09-21,29,25,18,41.9324745442714,-87.8048160572517
2015,9,2015-09-21,3,2,35,41.8249220113377,-87.6183818136417
2015,9,2015-09-19,14,8,58,41.8110109164826,-87.7075978862712
2015,9,2015-09-19,37,11,23,41.8976979414069,-87.7247827078701
2015,9,2015-09-20,14,9,63,41.7982945235077,-87.6962216505862
2015,9,2015-09-18,32,14,22,41.917531330222,-87.7046197893935
2015,9,2015-09-18,32,14,22,41.9284038241535,-87.6918117379112
2015,9,2015-09-18,31,16,15,41.9432337170659,-87.7505389252019
2015,9,2015-09-18,32,14,22,41.9295735784207,-87.7047609227735
2015,9,2015-09-18,32,19,6,41.9355755723432,-87.6613943187467
2015,9,2015-09-17,14,9,58,41.8065995490947,-87.6932418294597
2015,9,2015-09-17,43,19,7,41.93064877438,-87.6572300577691
2015,9,2015-09-17,14,9,63,41.7989393491431,-87.7004484544798
2015,9,2015-09-17,1,14,22,41.9154143058399,-87.7084600071238
2015,9,2015-09-17,43,18,7,41.922681754401,-87.6497321987733
2015,9,2015-09-17,47,19,5,41.9593522971989,-87.6839144590822
2015,9,2015-09-17,32,19,5,41.937538512311,-87.6866225379656
2015,9,2015-09-15,4,2,35,41.8285109175703,-87.6182090395064
2015,9,2015-09-15,24,10,29,41.8570290725678,-87.7334107551353
2015,9,2015-09-15,17,8,66,41.775416331611,-87.7041509877895
2015,9,2015-09-16,14,8,58,41.8137063396318,-87.7124618369108
2015,9,2015-09-16,14,8,58,41.8134419873106,-87.7103649731309
2015,9,2015-09-16,14,8,57,41.8068849988144,-87.7270824955594
2015,9,2015-09-16,14,8,57,41.8117258555875,-87.72480723586
2015,9,2015-09-16,43,18,7,41.9172733230287,-87.6389309490936
2015,9,2015-09-16,14,9,63,41.795160903632,-87.6927666611982
2015,9,2015-09-16,26,12,24,41.896713777505,-87.698119216961
2015,9,2015-09-16,14,9,63,41.7952569771716,-87.7020459455385
2015,9,2015-09-14,15,9,58,41.8161429297347,-87.6909160446047
2015,9,2015-09-12,41,16,10,41.9697621061048,-87.8026550450757
2015,9,2015-09-13,45,16,15,41.9495809330911,-87.7534757016058
2015,9,2015-09-13,24,10,29,41.8607017117718,-87.7324125975372
2015,9,2015-09-09,38,16,17,41.9508758516595,-87.8052199123152
2015,9,2015-09-09,45,16,11,41.9721995313862,-87.7786760338116
2015,9,2015-09-09,36,16,17,41.9419545267626,-87.7803420709746
2015,9,2015-09-09,33,17,16,41.9541906036561,-87.7066555169502
2015,9,2015-09-10,36,25,19,41.9224422224444,-87.7806816538528
2015,9,2015-09-10,36,25,18,41.9358076921654,-87.7954762112909
2015,9,2015-09-10,36,16,17,41.9465618896187,-87.7774146554309
2015,9,2015-09-10,45,16,11,41.9696119183955,-87.7820826729886
2015,9,2015-09-10,45,16,11,41.9872318231483,-87.7739118995192
2015,9,2015-09-10,33,17,16,41.9572619571244,-87.7021577545159
2015,9,2015-09-10,41,16,9,42.018342523637,-87.8079228827905
2015,9,2015-09-10,45,16,12,41.9742648516003,-87.7513145754466
2015,9,2015-09-10,41,16,10,41.9769403321335,-87.8239090858634
2015,9,2015-09-10,36,25,19,41.9323656733381,-87.7880317515435
2015,9,2015-09-10,33,17,16,41.950184434942,-87.70509579737
2015,9,2015-09-02,37,11,23,41.8972386472065,-87.7306388702803
2015,9,2015-09-02,35,14,22,41.9251881381428,-87.713490619035
2015,9,2015-09-29,12,9,61,41.8159478049573,-87.6662167013355
2015,9,2015-09-29,38,16,17,41.9503195049039,-87.7857139882101
2015,9,2015-09-29,6,7,68,41.7699296498038,-87.6492427250507
2015,9,2015-09-29,39,17,14,41.9624953956231,-87.7317538865746
2015,9,2015-09-29,38,16,17,41.9512259466463,-87.7972778022966
2015,9,2015-09-29,36,25,19,41.9183799593905,-87.7820744836021
2015,9,2015-09-29,41,16,10,41.9779527115964,-87.8197111720208
2015,9,2015-09-29,8,4,46,41.7506498963651,-87.5818047853346
2015,9,2015-09-29,11,9,61,41.8105271470755,-87.6381542842637
2015,9,2015-09-29,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-29,11,9,61,41.8107184539057,-87.6381164740179
2015,9,2015-09-29,31,25,20,41.9339049792046,-87.7379515402954
2015,9,2015-09-29,46,20,3,41.9692493643587,-87.6511016125627
2015,9,2015-09-29,46,20,3,41.9692309934913,-87.6523915446849
2015,9,2015-09-29,50,24,2,42.0055513313773,-87.6839811775464
2015,9,2015-09-29,9,5,53,41.6665973171545,-87.6209870207742
2015,9,2015-09-29,24,10,29,41.8625259748754,-87.7324639941582
2015,9,2015-09-29,28,12,28,41.8640335085856,-87.6850019777218
2015,9,2015-09-28,34,5,53,41.6697844588886,-87.6402933632617
2015,9,2015-09-28,25,10,31,41.8460195871064,-87.6828777676127
2015,9,2015-09-28,39,17,13,41.9895484395663,-87.712883398768
2015,9,2015-09-28,13,8,62,41.7913094784054,-87.7216915171592
2015,9,2015-09-28,39,17,14,41.968080694052,-87.7325868569487
2015,9,2015-09-28,40,20,4,41.9706693257119,-87.6923597717401
2015,9,2015-09-26,23,8,66,41.780616895555,-87.7078421383204
2015,9,2015-09-26,25,10,31,41.8482915640114,-87.6854114256293
2015,9,2015-09-26,34,22,49,41.6939200423103,-87.637430811884
2015,9,2015-09-27,27,12,24,41.8963228206652,-87.6576607805145
2015,9,2015-09-25,9,5,53,41.666456690869,-87.6230873606523
2015,9,2015-09-25,25,12,31,41.8557455438189,-87.674528954783
2015,9,2015-09-25,25,12,31,41.8557570680541,-87.6736925765185
2015,9,2015-09-25,25,9,59,41.8328965926522,-87.6825336105706
2015,9,2015-09-25,9,5,49,41.7142894481221,-87.6238324399367
2015,9,2015-09-24,9,5,50,41.6896378768244,-87.6084956180891
2015,9,2015-09-24,34,22,73,41.7137370535581,-87.6416536541017
2015,9,2015-09-24,34,5,53,41.6683021152045,-87.6402440069027
2015,9,2015-09-24,10,4,55,41.6563848190107,-87.5445696380028
2015,9,2015-09-22,49,24,1,42.0064405396217,-87.6739487756931
2015,9,2015-09-20,17,7,67,41.7596931686008,-87.654720680609
2015,9,2015-09-21,47,19,4,41.9622969201199,-87.6910130230849
2015,9,2015-09-21,44,19,6,41.9342936978398,-87.6569932092546
2015,9,2015-09-21,19,22,72,41.6998525287457,-87.6670472256702
2015,9,2015-09-21,32,19,6,41.9381720697521,-87.6732631169217
2015,9,2015-09-17,21,22,73,41.7272589054063,-87.6565926074482
2015,9,2015-09-17,38,16,15,41.9631558579778,-87.779701061514
2015,9,2015-09-17,21,6,49,41.7287766806219,-87.6328528865298
2015,9,2015-09-17,22,10,30,41.8405902162172,-87.7313515885795
2015,9,2015-09-18,26,14,22,41.9188669366134,-87.7137018768033
2015,9,2015-09-18,18,6,71,41.7457401744352,-87.6755230701121
2015,9,2015-09-18,38,16,17,41.9512524353687,-87.7832964179146
2015,9,2015-09-14,38,16,17,41.9435079317291,-87.7974961179113
2015,9,2015-09-14,19,22,75,41.6843925605614,-87.6837812391864
2015,9,2015-09-15,19,22,74,41.7041814677985,-87.7063235966087
2015,9,2015-09-15,38,16,15,41.9613987562672,-87.7577656363354
2015,9,2015-09-13,38,16,17,41.9461035006313,-87.8083913636109
2015,9,2015-09-08,14,9,63,41.8027406420063,-87.691841313555
2015,9,2015-09-04,20,9,61,41.8002143630739,-87.6560957590512
2015,9,2015-09-02,17,8,66,41.7745300420826,-87.690984462052
2015,9,2015-09-02,22,10,30,41.8341580833309,-87.7168053670076
2015,9,2015-09-02,11,9,60,41.8448272525924,-87.6504290070968
2015,9,2015-09-03,16,7,67,41.7707272858545,-87.6653388884345
2015,9,2015-09-30,35,25,20,41.9159038300401,-87.7339901909906
2015,9,2015-09-30,29,15,25,41.9003009691654,-87.7742401708773
2015,9,2015-09-30,37,11,23,41.9023239038396,-87.7276672162579
2015,9,2015-09-30,49,24,1,42.0035950763648,-87.6741904495048
2015,9,2015-09-30,16,8,63,41.7898578429949,-87.6984278506548
2015,9,2015-09-30,27,12,28,41.8821515838926,-87.6607237140424
2015,9,2015-09-30,37,11,23,41.9023239038396,-87.7276672162579
2015,9,2015-09-30,28,11,27,41.8875039979322,-87.7157457707971
2015,9,2015-09-30,8,4,45,41.7502909321354,-87.5940988363551
2015,9,2015-09-29,10,4,52,41.7033593448948,-87.5414855457878
2015,9,2015-09-29,39,16,11,41.9882252887239,-87.7721253755018
2015,9,2015-09-29,29,25,18,41.9290695077508,-87.8048362739798
2015,9,2015-09-29,14,8,57,41.8021373343738,-87.734830028911
2015,9,2015-09-29,46,19,3,41.9558668098353,-87.6502000947194
2015,9,2015-09-28,29,25,25,41.9094921082674,-87.7818710198408
2015,9,2015-09-28,2,14,24,41.9114042176853,-87.6624987426968
2015,9,2015-09-26,28,12,28,41.8688530102765,-87.6578124729572
2015,9,2015-09-26,28,12,28,41.8686353675242,-87.6578054115032
2015,9,2015-09-27,37,25,25,41.9144743913089,-87.7651222781963
2015,9,2015-09-27,29,25,25,41.9120020696301,-87.7901345774185
2015,9,2015-09-27,29,25,18,41.9299711434378,-87.8029355862199
2015,9,2015-09-27,27,12,24,41.8951265694499,-87.6571089668912
2015,9,2015-09-25,8,5,50,41.7170306614024,-87.6020286947108
2015,9,2015-09-25,29,25,18,41.9312685670959,-87.8011411573947
2015,9,2015-09-25,8,3,43,41.765208430673,-87.5922931561685
2015,9,2015-09-25,8,4,48,41.7313542099153,-87.585675126771
2015,9,2015-09-24,8,4,45,41.7477353823184,-87.5872526354112
2015,9,2015-09-24,4,2,39,41.8162262629025,-87.6007692849337
2015,9,2015-09-24,14,8,57,41.8058432639048,-87.7322440641634
2015,9,2015-09-24,37,15,25,41.8861808577119,-87.7588038207116
2015,9,2015-09-24,8,4,45,41.7423299002352,-87.5859156432585
2015,9,2015-09-23,29,25,25,41.9130943162745,-87.7947693069734
2015,9,2015-09-23,8,4,45,41.7424955909899,-87.5852043589325
2015,9,2015-09-23,4,2,38,41.8204320992135,-87.6132366511634
2015,9,2015-09-22,30,17,21,41.9408314819277,-87.7251664227304
2015,9,2015-09-22,30,25,19,41.9343381889863,-87.7820041559263
2015,9,2015-09-22,14,8,56,41.7962337917786,-87.7769012205375
2015,9,2015-09-22,1,12,24,41.8997486365528,-87.6718857674411
2015,9,2015-09-22,28,12,28,41.8732809560796,-87.6609193657101
2015,9,2015-09-22,4,2,36,41.8251603816775,-87.6041656477225
2015,9,2015-09-22,4,2,39,41.8057592761267,-87.5950053624016
2015,9,2015-09-21,27,11,23,41.8960023506812,-87.7164779061655
2015,9,2015-09-21,31,25,19,41.9304438792296,-87.7519708530657
2015,9,2015-09-21,17,8,66,41.7590402849477,-87.7098467395792
2015,9,2015-09-21,21,5,49,41.7166455174839,-87.6320184844547
2015,9,2015-09-21,31,25,22,41.9312551710774,-87.722219892448
2015,9,2015-09-21,14,8,57,41.8058465087804,-87.7304729148565
2015,9,2015-09-21,26,25,23,41.9094032285252,-87.7251403063798
2015,9,2015-09-21,17,8,66,41.777066486942,-87.7010706781132
2015,9,2015-09-21,30,16,15,41.9414748989768,-87.7626503986062
2015,9,2015-09-21,32,14,22,41.9168081685974,-87.6813956493488
2015,9,2015-09-21,14,9,63,41.795431862427,-87.6903374577664
2015,9,2015-09-21,21,6,71,41.7459408270696,-87.6680369695882
2015,9,2015-09-21,12,9,59,41.8275658825048,-87.6665155026819
2015,9,2015-09-19,31,25,20,41.9251129422325,-87.7339929757787
2015,9,2015-09-19,32,14,22,41.9160488407864,-87.6814532459944
2015,9,2015-09-19,17,8,66,41.7723144526612,-87.7003809099994
2015,9,2015-09-19,30,17,21,41.9447259750032,-87.722596428157
2015,9,2015-09-19,18,8,66,41.7610762271353,-87.6976795158573
2015,9,2015-09-19,17,8,66,41.7718427331567,-87.6987219164118
2015,9,2015-09-20,4,2,39,41.8149239005354,-87.6004428727168
2015,9,2015-09-20,14,9,63,41.7984031129589,-87.6965181929583
2015,9,2015-09-18,30,25,19,41.9352458407183,-87.7747435754927
2015,9,2015-09-18,18,8,65,41.7549004643306,-87.7300431190382
2015,9,2015-09-18,32,19,5,41.9335318652721,-87.6783070992786
2015,9,2015-09-16,6,6,44,41.7456108790581,-87.6230920192517
2015,9,2015-09-16,18,8,70,41.7478543564164,-87.6936443220861
2015,9,2015-09-16,28,15,25,41.8809509254948,-87.7586069581474
2015,9,2015-09-17,27,11,23,41.9002860176709,-87.7151071628892
2015,9,2015-09-17,18,8,70,41.7532180130187,-87.7105392268127
2015,9,2015-09-15,3,2,38,41.812691038898,-87.6137743193353
2015,9,2015-09-12,41,16,9,42.016154341031,-87.8164935986928
2015,9,2015-09-13,4,2,39,41.8076400967305,-87.595030739773
2015,9,2015-09-13,33,14,21,41.9381798793733,-87.6954080232755
2015,9,2015-09-14,35,14,21,41.9369712368904,-87.7125628062634
2015,9,2015-09-14,35,14,21,41.9369712368904,-87.7125628062634
2015,9,2015-09-14,4,2,36,41.8184118762434,-87.6010325477951
2015,9,2015-09-14,36,25,19,41.9366075445748,-87.7854481390022
2015,9,2015-09-07,45,16,11,41.980666614024,-87.7697552152928
2015,9,2015-09-01,45,16,11,41.9722009931334,-87.7784942445839
2015,9,2015-09-30,13,8,62,41.7913070734474,-87.7218435671903
2015,9,2015-09-30,7,4,46,41.7462686807324,-87.5602223328347
2015,9,2015-09-30,13,8,65,41.7633600220898,-87.7160980915132
2015,9,2015-09-30,24,10,29,41.8573176528979,-87.694532891358
2015,9,2015-09-29,42,1,32,41.8879848885518,-87.6201413547129
2015,9,2015-09-29,7,4,48,41.7273327378634,-87.5582464107407
2015,9,2015-09-29,3,2,35,41.8297394970092,-87.6203747729018
2015,9,2015-09-29,6,7,68,41.7699296498038,-87.6492427250507
2015,9,2015-09-29,16,8,66,41.7834529808255,-87.7018984708988
2015,9,2015-09-29,10,4,52,41.7044813097565,-87.5378500246025
2015,9,2015-09-29,10,4,51,41.7218706440324,-87.5609739698222
2015,9,2015-09-29,13,8,65,41.7809502768129,-87.7339629722562
2015,9,2015-09-28,10,4,51,41.7219445083441,-87.5553576211431
2015,9,2015-09-28,10,4,52,41.7140419217394,-87.5335266260682
2015,9,2015-09-28,24,10,29,41.8557710464573,-87.7323927099012
2015,9,2015-09-28,3,2,38,41.8149869477324,-87.6136007664696
2015,9,2015-09-28,22,10,30,41.8460676956956,-87.7333914075988
2015,9,2015-09-28,24,10,29,41.8520014612633,-87.7322267102521
2015,9,2015-09-26,19,22,75,41.6853766922018,-87.6808093819702
2015,9,2015-09-27,13,8,65,41.7836538097439,-87.7313103047419
2015,9,2015-09-25,7,4,48,41.7317915388282,-87.5685188569843
2015,9,2015-09-25,22,10,30,41.8385459673464,-87.7318359030927
2015,9,2015-09-25,13,8,65,41.7841289520216,-87.7303936752512
2015,9,2015-09-25,13,8,65,41.784149592509,-87.7303060217803
2015,9,2015-09-25,13,8,65,41.7842420671641,-87.7303964567287
2015,9,2015-09-25,20,9,61,41.8017954969006,-87.6658702621991
2015,9,2015-09-25,18,8,66,41.7641727736464,-87.6855280302607
2015,9,2015-09-24,22,10,30,41.8387442921802,-87.7166793015433
2015,9,2015-09-24,42,1,32,41.8879639840474,-87.6196958949626
2015,9,2015-09-24,34,5,53,41.6789624951318,-87.6408858950835
2015,9,2015-09-24,30,25,19,41.9315279510055,-87.783128508928
2015,9,2015-09-24,24,10,30,41.8528528743327,-87.7006074871301
2015,9,2015-09-24,7,4,48,41.7294434828172,-87.555146760478
2015,9,2015-09-24,22,10,30,41.8481964721402,-87.7092002479619
2015,9,2015-09-24,28,15,25,41.8831598059187,-87.7553125619902
2015,9,2015-09-24,17,6,71,41.7549901630611,-87.6430775120742
2015,9,2015-09-24,22,10,30,41.8431655240742,-87.7100236779497
2015,9,2015-09-23,21,22,73,41.7315918686314,-87.657930439282
2015,9,2015-09-23,22,10,30,41.8382404883943,-87.7172127972869
2015,9,2015-09-23,30,25,19,41.9302479194516,-87.7843012979935
2015,9,2015-09-22,3,2,38,41.8040155591222,-87.616307175682
2015,9,2015-09-22,29,25,17,41.9360822097998,-87.8139480967305
2015,9,2015-09-22,29,25,25,41.9155826221001,-87.7911742775614
2015,9,2015-09-22,32,19,7,41.9276733667933,-87.6718755296589
2015,9,2015-09-22,40,20,3,41.9741778522568,-87.6736601010122
2015,9,2015-09-22,14,9,63,41.7960514734971,-87.6851731194417
2015,9,2015-09-22,17,7,67,41.7648884110366,-87.6620506477626
2015,9,2015-09-22,14,8,56,41.7964536319754,-87.7668993997057
2015,9,2015-09-22,17,8,66,41.7587212070565,-87.7081548294799
2015,9,2015-09-22,26,25,22,41.9173368955315,-87.721449987074
2015,9,2015-09-20,14,9,63,41.7950719910275,-87.6873119285298
2015,9,2015-09-20,29,15,25,41.8794216259045,-87.7663135945126
2015,9,2015-09-21,5,2,41,41.7965434946788,-87.5810502595534
2015,9,2015-09-21,23,8,65,41.780353866826,-87.7236948071122
2015,9,2015-09-21,26,12,23,41.894354277051,-87.6968176464409
2015,9,2015-09-21,21,5,49,41.7166455174839,-87.6320184844547
2015,9,2015-09-21,17,6,71,41.7548276434119,-87.6721958496668
2015,9,2015-09-21,45,16,11,41.9739558349576,-87.7855495200896
2015,9,2015-09-21,18,8,70,41.7430484823986,-87.6950355381561
2015,9,2015-09-21,39,17,14,41.9660206251003,-87.7337063733662
2015,9,2015-09-21,15,9,58,41.8134947050469,-87.6856955996341
2015,9,2015-09-21,3,2,38,41.8162183997942,-87.6129901721551
2015,9,2015-09-21,3,9,37,41.7966118555814,-87.6329046221408
2015,9,2015-09-21,29,25,17,41.9351338220782,-87.8113852826242
2015,9,2015-09-18,25,12,28,41.8775877504692,-87.6505875211181
2015,9,2015-09-18,49,24,1,42.0064416248754,-87.6738718534808
2015,9,2015-09-18,38,16,15,41.9502993932322,-87.7687735255771
2015,9,2015-09-18,15,7,67,41.7771581427999,-87.666480063008
2015,9,2015-09-18,39,17,14,41.9619247286273,-87.7296077843463
2015,9,2015-09-18,2,14,24,41.9113805897809,-87.6628167342257
2015,9,2015-09-18,39,17,14,41.9738343103276,-87.7354412280597
2015,9,2015-09-18,39,17,16,41.9607043866528,-87.7264497577044
2015,9,2015-09-18,29,15,25,41.8867083415517,-87.7718636371377
2015,9,2015-09-19,49,24,1,42.0069007734735,-87.6807982049626
2015,9,2015-09-19,50,24,2,42.0075603245135,-87.697228250784
2015,9,2015-09-19,18,8,70,41.7404544358095,-87.7084935571799
2015,9,2015-09-19,46,19,6,41.9530108768659,-87.6470605373249
2015,9,2015-09-19,8,4,46,41.7466640363302,-87.5784645190415
2015,9,2015-09-19,3,2,38,41.8182113073632,-87.6264633146304
2015,9,2015-09-16,12,9,59,41.8330792462105,-87.6707130230189
2015,9,2015-09-16,12,9,59,41.8330628643861,-87.671860581207
2015,9,2015-09-16,29,25,25,41.9024601375041,-87.7730971108134
2015,9,2015-09-16,29,25,17,41.9370880590548,-87.8114528129617
2015,9,2015-09-16,47,19,5,41.9458945487722,-87.6808081845064
2015,9,2015-09-16,39,17,14,41.9716041693912,-87.7433210910611
2015,9,2015-09-16,30,17,15,41.9455371920885,-87.742662223304
2015,9,2015-09-16,25,9,59,41.833584147279,-87.6813325696919
2015,9,2015-09-16,4,2,39,41.808798654307,-87.603732956863
2015,9,2015-09-16,23,8,62,41.7904718846693,-87.7167690583305
2015,9,2015-09-17,16,8,66,41.7841719762767,-87.6888019927444
2015,9,2015-09-17,49,24,1,42.0189324358785,-87.6643094649389
2015,9,2015-09-17,48,20,77,41.979859303971,-87.6601250307098
2015,9,2015-09-17,9,5,49,41.7081028976234,-87.6305884693364
2015,9,2015-09-17,29,15,25,41.8957352017711,-87.7747206778146
2015,9,2015-09-17,50,24,2,42.0183384490686,-87.6983448449929
2015,9,2015-09-13,1,12,24,41.9022191689508,-87.689322564016
2015,9,2015-09-13,20,3,42,41.7779148209791,-87.5991415199875
2015,9,2015-09-13,9,5,49,41.7108295308455,-87.6306613605297
2015,9,2015-09-14,48,24,77,41.9909598509807,-87.6658000738494
2015,9,2015-09-14,48,24,77,41.9909581098214,-87.6659461624617
2015,9,2015-09-14,23,8,66,41.7797318328922,-87.706608743645
2015,9,2015-09-14,39,17,16,41.9646721891061,-87.7372684075016
2015,9,2015-09-14,47,19,5,41.9470586392809,-87.6835598840856
2015,9,2015-09-14,40,20,4,41.9695694025221,-87.6924030657149
2015,9,2015-09-14,27,12,24,41.8890493445207,-87.6577456625427
2015,9,2015-09-14,50,24,2,41.9986545610473,-87.7068544519797
2015,9,2015-09-14,23,8,57,41.7991428394152,-87.7332786300826
2015,9,2015-09-15,37,11,23,41.9024268888456,-87.7384519946662
2015,9,2015-09-15,11,9,34,41.8462811762812,-87.6349855450439
2015,9,2015-09-15,16,7,67,41.7837565586513,-87.6568903051072
2015,9,2015-09-15,34,5,53,41.673481851682,-87.6358968872195
2015,9,2015-09-15,47,19,4,41.9617989621019,-87.688843080965
2015,9,2015-09-15,40,24,2,41.9929440735253,-87.6818551602372
2015,9,2015-09-15,40,20,4,41.973955557075,-87.6909970461135
2015,9,2015-09-15,40,20,2,41.9848105980932,-87.7029162071367
2015,9,2015-09-15,40,20,2,41.9848101818576,-87.70300022279
2015,9,2015-09-09,15,9,63,41.8011158561393,-87.6819319980612
2015,9,2015-09-09,43,18,7,41.913480442982,-87.6424539699864
2015,9,2015-09-09,13,8,65,41.7629481741222,-87.7209823434082
2015,9,2015-09-09,9,6,49,41.7264955772323,-87.6205706024988
2015,9,2015-09-09,29,15,25,41.8930266602239,-87.7660937995301
2015,9,2015-09-10,32,19,7,41.927658511038,-87.6718944366024
2015,9,2015-09-10,1,12,24,41.891673360768,-87.6759755894379
2015,9,2015-09-10,26,25,23,41.9082352303874,-87.7352163395638
2015,9,2015-09-10,1,14,22,41.9166375232432,-87.7166046087265
2015,9,2015-09-10,32,19,5,41.943793101511,-87.6761939877778
2015,9,2015-09-11,31,25,19,41.9350551272874,-87.7650857701996
2015,9,2015-09-11,27,12,24,41.8890482651986,-87.6578249367409
2015,9,2015-09-11,47,19,6,41.9434256737518,-87.670716420398
2015,9,2015-09-11,48,20,77,41.990079425038,-87.6621622296102
2015,9,2015-09-11,29,25,25,41.9176288515691,-87.7964020318761
2015,9,2015-09-11,32,19,6,41.9387651256021,-87.6626712257564
2015,9,2015-09-11,18,8,70,41.7489790647419,-87.7241224022484
2015,9,2015-09-12,29,16,17,41.9398695506043,-87.8164396928961
2015,9,2015-09-12,50,24,2,41.9922485253986,-87.707811975168
2015,9,2015-09-12,31,25,19,41.932466418682,-87.7534200584748
2015,9,2015-09-12,47,19,5,41.9569414164797,-87.6832413262602
2015,9,2015-09-12,23,8,62,41.797541711472,-87.719457754827
2015,9,2015-09-02,29,25,25,41.9108699593398,-87.7713672462783
2015,9,2015-09-03,18,8,70,41.7517191194641,-87.7035952387527
2015,9,2015-09-03,26,12,24,41.8996749660296,-87.700626934615
2015,9,2015-09-03,17,8,66,41.7635029773511,-87.708027261483
2015,9,2015-09-03,32,14,22,41.9232402570547,-87.6770295494162
2015,9,2015-09-03,30,17,16,41.9427144197645,-87.7357672965321
2015,9,2015-09-03,31,16,15,41.9431503995905,-87.7571060799577
2015,9,2015-09-04,14,8,58,41.8136458306142,-87.708949666399
2015,9,2015-09-04,26,25,22,41.9187684266899,-87.7218584717187
2015,9,2015-09-05,34,5,49,41.6890286877183,-87.6258226973487
2015,9,2015-09-05,18,8,70,41.7452928618502,-87.6902177863401
2015,9,2015-09-06,29,15,25,41.8747591420833,-87.7531975321191
2015,9,2015-09-06,31,25,19,41.935065895061,-87.7641660970064
2015,9,2015-09-06,16,8,66,41.7806394615918,-87.6884149237168
2015,9,2015-09-06,1,14,24,41.9110287582799,-87.6931962133513
2015,9,2015-09-07,32,14,22,41.9297129836574,-87.6949943983625
2015,9,2015-09-07,31,16,15,41.9415850691569,-87.7539017164216
2015,9,2015-09-08,37,15,25,41.9021165920634,-87.7544005969286
2015,9,2015-09-08,37,11,23,41.8960162916269,-87.7364744060472
2015,9,2015-09-08,39,17,13,41.9724435676489,-87.7146548857719
2015,9,2015-09-08,16,7,67,41.7823034558755,-87.6584200304882
2015,9,2015-09-08,20,9,61,41.8073314206356,-87.6602181888048
2015,9,2015-09-01,32,19,7,41.9298539511431,-87.6669539931122
2015,9,2015-09-01,17,8,66,41.7760693507055,-87.691023701021
2015,9,2015-09-01,26,14,23,41.9125147212313,-87.7148585339266
2015,9,2015-09-02,21,6,71,41.7432191247487,-87.645805010096
2015,9,2015-09-02,21,6,71,41.7484182660314,-87.6637018246591
2015,9,2015-09-02,12,10,30,41.8526712679938,-87.6976374474856
2015,9,2015-09-02,28,11,26,41.8768472938602,-87.7360772197928
2015,9,2015-09-02,9,5,53,41.6713793003417,-87.6235151621483
2015,9,2015-09-02,37,11,23,41.8974486945224,-87.7336870010719
2015,9,2015-09-02,19,22,75,41.6907151875303,-87.679129005509
2015,9,2015-09-29,22,10,30,41.8389864594152,-87.7294159097028
2015,9,2015-09-26,9,5,49,41.7046383262445,-87.6113996265476
2015,9,2015-09-25,49,24,1,41.9987640563036,-87.6620174744152
2015,9,2015-09-25,6,3,69,41.7597802295521,-87.6068027938048
2015,9,2015-09-24,23,8,56,41.7957977562592,-87.7784017033627
2015,9,2015-09-24,12,9,58,41.8299251832854,-87.696184831543
2015,9,2015-09-22,46,19,3,41.9662111434513,-87.6568894804848
2015,9,2015-09-22,37,11,23,41.8998738791366,-87.7372654316748
2015,9,2015-09-08,38,16,17,41.9421038446334,-87.7944864648029
2015,9,2015-09-11,14,8,58,41.8223583249564,-87.713124520809
2015,9,2015-09-12,21,6,71,41.7491031562565,-87.654768754791
2015,9,2015-09-04,21,6,71,41.7400928896358,-87.6425702662569
2015,9,2015-09-05,48,20,77,41.9879816040149,-87.6664753215216
2015,9,2015-09-25,20,9,61,41.801679074929,-87.6661612898957
2015,9,2015-09-24,50,24,2,42.0059624170385,-87.6943085686733
2015,9,2015-09-23,37,25,25,41.9133599398598,-87.7488334362755
2015,9,2015-09-30,18,8,66,41.7604790918127,-87.6915476912146
2015,9,2015-09-30,18,8,66,41.7607074348923,-87.6918460906462
2015,9,2015-09-30,11,9,60,41.8460551348391,-87.6534030173666
2015,9,2015-09-30,5,3,43,41.7713796121035,-87.5802727980553
2015,9,2015-09-30,11,9,60,41.8331165930126,-87.6402178218409
2015,9,2015-09-30,11,9,60,41.8345122085377,-87.6459674405577
2015,9,2015-09-30,23,8,56,41.786053866659,-87.7680034553628
2015,9,2015-09-30,20,9,61,41.8077115788184,-87.6614435373666
2015,9,2015-09-29,18,8,70,41.7444581823108,-87.6996583689284
2015,9,2015-09-29,13,8,56,41.79114586621,-87.7745969503551
2015,9,2015-09-29,18,8,70,41.7353113630369,-87.7373790404932
2015,9,2015-09-29,6,6,44,41.7474755860089,-87.6195250243311
2015,9,2015-09-29,31,25,20,41.9380402757781,-87.7361408581111
2015,9,2015-09-29,12,9,58,41.8210708491947,-87.6968718604584
2015,9,2015-09-29,11,9,60,41.8367714187337,-87.6485305862533
2015,9,2015-09-30,15,7,67,41.7926105888909,-87.6719778641112
2015,9,2015-09-29,30,17,21,41.9426992998096,-87.721630528604
2015,9,2015-09-29,26,12,24,41.8938048888746,-87.6878989680775
2015,9,2015-09-29,19,22,75,41.6988978903972,-87.6607851548377
2015,9,2015-09-29,31,25,19,41.9305071211059,-87.7475193956474
2015,9,2015-09-26,31,25,19,41.9344485966567,-87.7588266553451
2015,9,2015-09-26,32,14,22,41.9218849441425,-87.6828090523747
2015,9,2015-09-26,1,14,22,41.9191903214926,-87.6915045375634
2015,9,2015-09-26,30,25,19,41.9301856857033,-87.7845933274627
